frecuencia conceptId term razon_inactivo tipo_reemplazo replace_id replace_term
1 323112009 "co - beneldopa, 25 mg/100 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 784895003 "benserazida 25 mg y levodopa 100 mg por cada comprimido para administración oral"
1 288299002 "corte accidental - herramienta (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 218016007 "accidentes producidos por instrumentos u objetos cortantes y para piercing"
1 300960003 "dolor de espalda psicógeno (trastorno)" duplicado "IGUAL QUE" 192029008 "dorsalgia psicógena"
2 416672007 "programa de educación estructurada en manejo de la diabetes ofrecido al paciente (situación)" "no conformidad de componente con la política editorial"   
1 417314001 "acetato de leuprorelina, 45 mg, polvo para suspensión inyectable, vial (producto)" obsoleto "REEMPLAZADO POR" 785216001 "acetato de leuprorelina 120 mg/ml, suspensión inyectable"
1 409272008 "omalizumab, 150 mg, polvo para inyección, vial de 5 ml (producto)" "no conformidad de componente con la política editorial"   
2 409302005 "fenofibrato, 134 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 779241005 "producto con fenofibrato para administración oral como único ingrediente"
1 409427002 "maleato de enalapril, 5 mg/felodipino, 2,5 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 783887007 "producto con enalapril y felodipino para administración oral como únicos ingredientes"
3 410019002 "complicación de vacunación (trastorno)" duplicado "IGUAL QUE" 31935007 "complicación debida a vacunación"
4 410849004 "budesonida, 50 mcg, aerosol nasal acuoso (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766421002 "budesonida 50 microgramos por cada disparo de aerosol nasal"
1 403677000 "granulación excesiva por segunda intención de herida quirúrgica (trastorno)" erróneo "REEMPLAZADO POR" 781188008 "hipergranulación de herida quirúrgica por segunda intención"
9 400586002 "medroxiprogesterona, 150 mg/ml, inyectable, vial de 1 ml (producto)" "no conformidad de componente con la política editorial"   
6 412510001 "clorhidrato de sertralina (producto)" "no conformidad de componente con la política editorial"   
1 391145007 "consentimiento para prueba de papilomavirus humano rehusado (hallazgo)" erróneo "REEMPLAZADO POR" 736427008 "cribado para papilomavirus humano rehusado"
2 391887006 "omeprazol, 10 mg, cápsulas de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765935002 "omeprazol (como omeprazol magnésico) 10 mg por cada cápsula gastrorresistente para administración oral"
2 442140000 "zolpidem, 5 mg/dosis, aerosol oral (producto)" "no conformidad de componente con la política editorial"   
2 442422006 "ácido fenofíbrico, 45 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765913005 "ácido fenofíbrico 45 mg por cada cápsula gastrorresistente para administración oral"
1 443067000 "producto que contiene saxagliptina 2,5 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783382008 "saxagliptina (como clorhidrato de saxagliptina) 2,5 mg por cada comprimido para administración oral"
6 425045009 "estradiol+medroxiprogesterona (producto)" "no conformidad de componente con la política editorial"   
1 425350008 "esomeprazol, 40 mg, suspensión oral de liberación retardada (producto)" obsoleto "REEMPLAZADO POR" 785085003 "esomeprazol 40 mg por cada sachet de gránulos para suspensión oral"
1 66802009 "hernia infantil (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 396347007 "hernia umbilical"
1 66802009 "hernia infantil (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 396232000 "hernia inguinal"
5 88424000 "menorragia premenopáusica (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 386692008 menorragia
1 134456001 "doxazosina, 4 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765548006 "doxazosina (como mesilato de doxazosina) 4 mg por cada comprimido de liberación prolongada para administración oral"
4 209236003 "fractura-luxación o subluxación de hombro (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 263077007 "fractura-luxación de articulación de hombro"
4 209236003 "fractura-luxación o subluxación de hombro (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 263098007 "fractura-subluxación de articulación de hombro"
1 192928003 "esclerosis múltiple generalizada (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 24700007 "esclerosis múltiple"
4 196869006 "hernia paraumbilical simple (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 29862005 "hernia paraumbilical"
1 197017005 "enteritis tóxica (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 722535000 "enteritis tóxica de intestino delgado causada por sustancia"
7 128496001 "miopatía inflamatoria (trastorno)" duplicado "IGUAL QUE" 26889001 miositis
1 105441003 "muerte del cónyuge (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 739677000 "cónyuge fallecido"
1 160827005 "problema de relación entre los padres (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 160822004 "problemas en las relaciones"
1 247379007 "dolor en miembro amputado (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 5771000119106 "síndrome de miembro fantasma con dolor"
1 247379007 "dolor en miembro amputado (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 247381009 "dolor en el muñón de amputación de una extremidad"
686 281032009 "control de salud de mujer adulta sana (procedimiento)" duplicado "IGUAL QUE" 281031002 "examen de salud de mujer adulta sana"
1 266563005 "uretritis no venérea (trastorno)" duplicado "IGUAL QUE" 84619001 "uretritis no gonocócica"
2 278041003 "larva migrans de piel (trastorno)" duplicado "IGUAL QUE" 19362000 "larva migratoria cutánea"
8 22636003 "estado premenopáusico (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 20016009 menarca
724 325370003 "fosfato de dexametasona, 4 mg/ml, solución inyectable, vial de 2 ml (producto)" "no conformidad de componente con la política editorial"   
1 326216005 "clotrimazol, 100 mg, óvulo vaginal (producto)" obsoleto "REEMPLAZADO POR" 784953008 "clotrimazol 100 mg por cada comprimido vaginal"
8 326273009 "nistatina, 100.000 unidades, supositorio (producto)" obsoleto "REEMPLAZADO POR" 784477009 "nistatina 100000 unidades por cada comprimido vaginal"
151 326450004 "enantato de noretisterona, 200 mg/ml, solución inyectable, ampolla de 1 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782025007 "enantato de noretisterona 200 mg/ml de solución inyectable"
2 327313009 "producto que contiene tamoxifeno 20 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783377001 "tamoxifeno (como citrato de tamoxifeno) 20 mg por cada comprimido para administración oral"
38 347150007 "hidroxipropilmetilcelulosa, 2%, colirio (producto)" obsoleto "REEMPLAZADO POR" 785108000 "hipromelosa 2 mg/ml, solución oftálmica"
3 347689002 "vacuna de hepatitis B, 20 mcg/1 ml, vial para inyección a adulto (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781925007 "antígeno de superficie de virus Hepatitis B 20 microgramos/ml de suspensión inyectable"
1 350369000 "estradiol, implante (producto)" "no conformidad de componente con la política editorial"   
7 375747006 "simeticona, 200 mg/0,8 m (producto)" "no conformidad de componente con la política editorial"   
5 376385000 "clonazepam, 0,25 mg, oblea (producto)" obsoleto "REEMPLAZADO POR" 784981002 "clonazepam 250 microgramos por cada comprimido desleíble bucal"
1 377025000 "succinato de metoprolol, 100 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 779877008 "producto con metoprolol para administración oral como único ingrediente"
1637 377079009 "acetato de dexametasona, 8 mg/ml, solución inyectable, vial (producto)" "no conformidad de componente con la política editorial"   
5 371752006 "loratadina, 10 mg, comprimido de liberación modificada (producto)" "no conformidad de componente con la política editorial"   
261 384907008 "fosfato sódico de dexametasona, 4 mg, solución inyectable, vial (producto)" "no conformidad de componente con la política editorial"   
618 385936003 "educación para cuidado bucal (procedimiento)" duplicado "IGUAL QUE" 243085009 "educación en salud dental"
2 386593008 "paroxetina, 25 mg, comprimido de liberación controlada (producto)" obsoleto "REEMPLAZADO POR" 780139001 "producto con paroxetina para administración oral como único ingrediente"
2 387779009 "esomeprazol magnesio, 40 mg, cápsula de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 785087006 "esomeprazol (como esomeprazol magnesio) 40 mg por cada cápsula para administración oral de liberación convencional"
1 317416004 "mesalazina, 1 g/sobre, gránulo de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766687009 "mesalazina 1 g por cada sachet de gránulos gastrorresistentes y de liberación prolongada para administración oral"
20 318640004 "producto que contiene nebivolol 5 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783361002 "nebivolol (como clorhidrato de nebivolol) 5 mg por cada comprimido para administración oral"
3 319247002 "nifedipino, 30 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765937005 "nifedipino 30 mg por cada cápsula de liberación prolongada para administración oral"
2 320697002 "producto que contiene maleato de clorfeniramina 4 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783069005 "maleato de clorfenamina 4 mg por cada comprimido para administración oral"
1 321763007 "clorhidrato de amitriptilina, 25 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766056006 "producto que contiene exactamente clorhidrato de amitriptilina 25 miligramos por cada cápsula de liberación prolongada para administración oral"
4 3221003 "solución de Ringer (producto)" "no conformidad de componente con la política editorial"   
2 322231004 "aspirina, 300 mg, comprimido soluble (producto)" obsoleto "REEMPLAZADO POR" 785016007 "aspirina 1,5 mg/ml, solución oral"
2 287026009 "ganglión/ quiste sinovial - articulaciones múltiples (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767188008 "ganglión de múltiples articulaciones"
2 287026009 "ganglión/ quiste sinovial - articulaciones múltiples (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767189000 "quiste sinovial de múltiples articulaciones"
10 294167008 "alergia a polvos (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 292624003 "reacción adversa a polvos faciales"
1 418005003 "diltiazem, 240 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 779016009 "producto con diltiazem para administración oral como único ingrediente"
1 398707007 "clorhidrato de sotalol + hidroclorotiazida (producto)" "no conformidad de componente con la política editorial"   
1 400470006 "coaltar al 30% emulsión para baño (producto)" obsoleto "REEMPLAZADO POR" 785155005 "alquitrán de hulla 300 mg/ml, solución cutánea"
2 400640007 "ciprofloxacino, 200 mg/vial, solución inyectable, vial de 20 ml (producto)" "no conformidad de componente con la política editorial"   
1 412332006 "azacitidina, 100 mg, polvo para inyección, vial (producto)" "no conformidad de componente con la política editorial"   
2 442823006 "lamotrigina, 200 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 785042007 "lamotrigina 200 mg por cada comprimido desleíble bucal"
1 426040006 "eculizumab, 10 mg/ml, solución inyectable, vial de 30 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781852001 "clorhidrato de eculizumab 10 mg/ml de solución inyectable"
1 473441009 "infección del torrente sanguíneo asociada con catéter venoso central (trastorno)" obsoleto "REEMPLAZADO POR" 736152001 "infección del torrente sanguíneo concomitante con catéter venoso central in situ y debida a él"
7 47597000 "mediastinitis (trastorno)" duplicado "IGUAL QUE" 373409004 "trastorno inflamatorio del mediastino"
36 52756005 "pólipo nasal (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 736500007 "pólipo de fosa nasal"
36 52756005 "pólipo nasal (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 736499003 "pólipo de fosa nasal y/o seno paranasal"
36 52756005 "pólipo nasal (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 32307003 "pólipo de seno paranasal"
1 715642001 "gabapentina enacarbilo (producto)" "no conformidad de componente con la política editorial"   
76 84299009 "neuritis (trastorno)" duplicado "IGUAL QUE" 21018002 "neuropatía inflamatoria"
8 86201000119100 "nefropatía por reflujo debida a reflujo vesicoureteral, unilateral (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765779008 "nefropatía por reflujo del riñón izquierdo debida a reflujo vesicoureteral"
8 86201000119100 "nefropatía por reflujo debida a reflujo vesicoureteral, unilateral (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765780006 "nefropatía por reflujo del riñón derecho debida a reflujo vesicoureteral"
6 77450009 "convulsiones epilépticas no clasificadas (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 313307000 "convulsión epiléptica"
4 95584002 "hiperreflexia del detrusor de la vejiga (trastorno)" obsoleto "REEMPLAZADO POR" 786483005 "hiperactividad neurogénica de detrusor"
61 196894007 "hernia incisional no complicada (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 236037000 eventración
1 196929009 "hernia lumbar simple (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 23344004 "hernia lumbar"
1 128404006 "insuficiencia cardíaca derecha (trastorno)" duplicado "IGUAL QUE" 367363000 "insuficiencia del ventrículo derecho"
28 236084000 "malestar por quimioterapia (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 18846006 "náuseas y vómitos inducidos por quimioterapia"
51 241556001 "eventración postoperatoria (trastorno)" duplicado "IGUAL QUE" 236037000 eventración
5 269137006 "esguince de rodilla y pierna (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 281599007 "esguince de ligamento en miembros inferiores"
5 269137006 "esguince de rodilla y pierna (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 54888009 "esguince de rodilla"
100 281028003 "control de salud trienal (procedimiento)" duplicado "IGUAL QUE" 281027008 "examen de salud trienal"
1 277169005 "inflamación de conducto auditivo (trastorno)" duplicado "IGUAL QUE" 3135009 "otitis externa"
35 226280007 "suplemento calórico (producto)" "no conformidad de componente con la política editorial"   
1 326881000 "metotrexato, 25 mg/ml, solución inyectable, vial de 8 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781983003 "metotrexato (como metotrexato de sodio) 25 mg/ml de solución inyectable"
964 329607001 "diclofenaco sódico, 75 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765657006 "producto que contiene exactamente diclofenaco sódico 75 miligramos por cada comprimido de liberación prolongada para administración oral"
5 347569008 "vacuna con toxoides diftérico y tetánico adsorbidos, suspensión inyectable, vial (producto)" "no conformidad de componente con la política editorial"   
4 347659009 "vacuna de polisacárido contra meningococo, polvo y solvente para solución inyectable, vial (producto)" obsoleto "REEMPLAZADO POR" 423531006 "vacuna antimeningocócica"
7 361276003 "apraxia verbal (trastorno)" duplicado "IGUAL QUE" 74227009 "apraxia de fonación"
3 375755004 "fluoruro de sodio, 1,1%, pasta (producto)" obsoleto "REEMPLAZADO POR" 785238004 "ion fluoruro (como fluoruro de sodio) 11 microgramos/mg, pasta dental de liberación convencional"
33 376388003 "clonazepam, 2 mg, oblea (producto)" obsoleto "REEMPLAZADO POR" 784984005 "clonazepam 2 mg por cada comprimido desleíble bucal"
1 387612003 "taponaje vaginal (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 387613008 "inserción de taponamiento en la vagina"
1 387612003 "taponaje vaginal (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 387614002 "colocación de tampón en la vagina"
552 317252003 "ranitidina, 25 mg/ml, solución inyectable, ampolla de 2 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782087002 "ranitidina (como clorhidrato de ranitidina) 25 mg/ml de solución inyectable"
4 318007007 "furosemida, 40 mg/5 ml, solución oral sin azúcar (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766479002 "furosemida 8 mg/ml de solución para administración oral"
5 318849001 "producto que contiene maleato de enalapril 20 mg e hidroclorotiazida 12,5 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783104000 "hidroclorotiazida 12,5 mg y maleato de enalapril 20 mg por cada comprimido para administración oral"
3 320356001 "broncodilatadores xantínicos (producto)" "no conformidad de componente con la política editorial"   
1 322122009 "clorhidrato de metoclopramida, 100 mg/20 ml, inyección (producto)" "no conformidad de componente con la política editorial"   
2 322570006 "metadona, 1 mg/ml, mezcla DTF (Drug Tariff Formulary) (producto)" "no conformidad de componente con la política editorial"   
1 323078000 "clonazepam, 1 mg/ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
3 324072007 "doxiciclina, 100 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 786027001 "monohidrato de doxiciclina 100 mg por cada comprimido desleíble bucal"
2 324604006 "ciprofloxacino, 2 mg/ml, solución para infusión, frasco de 200 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781807004 "ciprofloxacino (como lactato de ciprofloxacino) 2 mg/ml de solución para infusión"
1 325076004 "insulina asparta, 100 unidades/ml, solución inyectable, vial de 10 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781940009 "insulina asparta 100 unidades/ml de solución inyectable"
2 312054001 "agente alcalinizante (producto)" "no conformidad de componente con la política editorial"   
1 301013004 "infección de vías urinarias por Pseudomonas (trastorno)" duplicado "IGUAL QUE" 369011000119102 "infección de la vía urinaria causada por Pseudomonas"
3 406125003 "antecedente de: desmayo (situación)" duplicado "IGUAL QUE" 674191000119109 "antecedente de síncope"
2 425288007 "fármacos utilizados para el tratamiento de las adicciones (producto)" "no conformidad de componente con la política editorial"   
30 46068001 "recién nacido (hallazgo)" duplicado "IGUAL QUE" 118188004 "hallazgo relacionado con el neonato"
222 46176001 "condritis (trastorno)" duplicado "IGUAL QUE" 363173007 "trastorno inflamatorio de cartílago"
5 47337003 "opacificación capsular posterior (trastorno)" duplicado "IGUAL QUE" 766834007 "catarata secundaria"
4 66660002 "implante dental (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 789147006 "implante de prótesis dental en la mandíbula"
4 66660002 "implante dental (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782902008 "procedimiento de implante"
7 50731006 "procedimiento médico (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 71388002 procedimiento
14 57643001 "enfermedad por reflujo péptico (trastorno)" obsoleto "REEMPLAZADO POR" 266433003 "enfermedad por reflujo gastroesofágico con esofagitis"
1 720857006 "síndrome de Ehlers-Danlos con heterotopía periventricular (trastorno)" obsoleto "REEMPLAZADO POR" 816068000 "heterotopía nodular periventricular"
8 77128003 "síndrome de DiGeorge (trastorno)" obsoleto "REEMPLAZADO POR" 767263007 "síndrome de deleción 22q11.2"
2 77739005 "resección de testículo, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 735028003 "resección de testículo derecho"
2 77739005 "resección de testículo, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 735027008 "resección de testículo izquierdo"
4 210975001 "secuelas de quemaduras, congelamiento y acción de la corrosión de miembro inferior (trastorno)" "no conformidad de componente con la política editorial"   
1 193306000 "cuerpo extraño intraocular, no magnético, antiguo, en cámara ocular anterior (trastorno)" duplicado "IGUAL QUE" 11096003 "cuerpo extraño no magnético retenido en la cámara anterior del ojo"
36 196815009 "hernia inguinal no complicada (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 396232000 "hernia inguinal"
12 12873001 "dermatitis liquenoide (trastorno)" duplicado "IGUAL QUE" 53891004 "liquen simple crónico"
2 102552001 "calambres durante la posición de reclinación (hallazgo)" duplicado "IGUAL QUE" 102549009 "calambre en pierna asociado con reposo"
9 17654007 "tendinitis de tibial anterior (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 202880006 "tendinitis del músculo tibial anterior"
223 167669009 "sangre oculta en materia fecal: positiva (hallazgo)" duplicado "IGUAL QUE" 59614000 "sangre oculta en materia fecal"
2 186156007 "colitis, enteritis y gastroenteritis infecciosas (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 715852004 "infección del tracto gastrointestinal"
6 237522001 "hipotiroidismo limítrofe (trastorno)" duplicado "IGUAL QUE" 54823002 "hipotiroidismo subclínico"
1 249499006 "vómito teñido con sangre (hallazgo)" duplicado "IGUAL QUE" 300361008 "vómito con contenido de sangre"
1 249729002 "fositas sacras (hallazgo)" erróneo "REEMPLAZADO POR" 311897005 "hoyuelo sacro"
4 269166009 "lesión de diente roto (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 36202009 "fractura de diente"
4 278053004 "carcinoma intraductal de mama (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 109889007 "carcinoma intraductal in situ de la mama"
2 254683001 "quiste miliar (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 254679001 milium
4 329248008 "vitamina del grupo B (producto)" "no conformidad de componente con la política editorial"   
1 329882006 "piroxicam, 20 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 329904006 "piroxicam 20 mg por cada comprimido para administración oral"
1 33543001 "luxación congénita de cadera, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767002009 "luxación congénita de cadera izquierda"
1 33543001 "luxación congénita de cadera, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767003004 "luxación congénita de cadera derecha"
6 361211002 "pénfigo menor (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 361212009 "pénfigo vulgar oral"
9 375236003 "fluoruro de sodio, 1,23%, gel (producto)" "no conformidad de componente con la política editorial"   
2 376607004 "betametasona, 0,6 mg/5 ml, jarabe (producto)" obsoleto "REEMPLAZADO POR" 784609000 "betametasona 120 microgramos/ml, solución oral"
1 376877002 "maleato de timolol, 0,5%, solución oftálmica (producto)" obsoleto "REEMPLAZADO POR" 784821003 "timolol (como maleato de timolol) 5 mg/ml, solución oftálmica"
2 373595002 "ampolla traumática (trastorno)" duplicado "IGUAL QUE" 373592004 "ampolla de causa traumática"
7 319283006 "producto que contiene amlodipino 5 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783049000 "amlodipino (como besilato de amlodipino) 5 mg por cada comprimido para administración oral"
13 322633008 "clorhidrato de tramadol, 50 mg, comprimido soluble (producto)" obsoleto "REEMPLAZADO POR" 784589009 "clorhidrato de tramadol 1 mg/ml, solución oral"
1 324358007 "trimetoprima 400 mg/sulfametoxazol 80 mg, comprimido desleíble (producto)" obsoleto "REEMPLAZADO POR" 324357002 "sulfametoxazol 400 mg y trimetoprima 80 mg por cada comprimido para administración oral"
6 285239003 "secuelas de quemadura, corrosión y congelamiento del miembro superior (trastorno)" "no conformidad de componente con la política editorial"   
1 2876009 "admisión hospitalaria, no clasificada, explicada por el informe (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 32485007 "admisión hospitalaria"
6 302859004 "osteoma osteoide (trastorno)" duplicado "IGUAL QUE" 71666005 "osteoma osteoide"
1 418690004 "hierro sacarosa, 20 mg/ml, solución inyectable, vial de 3,75 ml (producto)" "no conformidad de componente con la política editorial"   
1 405216009 "conducta relacionada con el control de riesgos comunitarios: violencia (entidad observable)" "no conformidad de componente con la política editorial"   
10 398744007 "lentigo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 402624000 lentiginosis
10 398744007 "lentigo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767376003 léntigo
3 400255007 "hierro dextran, 50 mg/ml, solución inyectable, vial de 2 ml (producto)" "no conformidad de componente con la política editorial"   
1 400713002 "flumazenil, 0,1 mg/ml, solución inyectable, vial de 5 ml (producto)" "no conformidad de componente con la política editorial"   
1 400847007 "insulina glargina, 100 unidades/ml, solución inyectable, vial de 10 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 789679003 "insulina glargina 100 unidades/ml de solución inyectable"
2 415772007 "eventración no complicada de pared abdominal anterior (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 414474001 "eventración en la pared abdominal anterior"
5 423735004 "carvedilol, 20 mg, cápsula de liberación controlada (producto)" obsoleto "REEMPLAZADO POR" 778658001 "producto con carvedilol para administración oral como único ingrediente"
179 424293002 "producto que contiene levotiroxina sódica 50 microgramos por cada cápsula para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783644006 "levotiroxina sódica anhidra 50 microgramos por cada cápsula para administración oral de liberación convencional"
9 460436001 "microdeleción 22q11 con secuencia de Di George completa (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 767263007 "síndrome de deleción 22q11.2"
5 444728005 "polineuropatía desmielinizante inflamatoria crónica (trastorno)" duplicado "IGUAL QUE" 128209004 "polirradiculopatía desmielinizante inflamatoria crónica"
2 724601006 "vasculitis causada por anticuerpos citoplasmáticos antineutrófilos (trastorno)" duplicado "IGUAL QUE" 722191003 "vasculitis positiva para anticuerpos anticitoplasma de neutrófilos"
6 82675004 "quiste sinovial del hueco poplíteo (trastorno)" duplicado "IGUAL QUE" 240008008 "quiste sinovial de rodilla"
8 95408003 "artritis lúpica (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 55464009 "lupus eritematoso sistémico"
347 11797002 "llamada telefónica del médico al paciente o para realizar una interconsulta (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 386472008 "consulta telefónica"
18 168996007 "estudios por imágenes variados (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 363679005 "procedimiento de diagnóstico por imágenes"
1 171210004 "cribado para la detección de retraso mental (procedimiento)" obsoleto "REEMPLAZADO POR" 763625008 "cribado para discapacidad intelectual"
1 183638004 "seguimiento rechazado (hallazgo)" erróneo "REEMPLAZADO POR" 763079000 "encuentro de seguimiento rechazado"
8 237523006 "hipotiroidismo compensado (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 54823002 "hipotiroidismo subclínico"
1 242028000 "sin peso (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 737055008 "antecedente de ingravidez"
10 247307005 "oído sordo (trastorno)" duplicado "IGUAL QUE" 700454004 "hipoacusia neurosensorial profunda"
2 229310001 "presión positiva continua periódica de la vía aérea (régimen/tratamiento)" duplicado "IGUAL QUE" 229308003 "presión positiva intermitente continua de la vía aérea"
0 253334002 "anomalía congénita de aurícula y tabique interauricular (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 447874007 "anomalía congénita de tabique interauricular"
0 253334002 "anomalía congénita de aurícula y tabique interauricular (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 788533006 "anomalía congénita de aurícula"
3 253896007 "reflujo vesicoureterorrenal congénito, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765777005 "reflujo vesicoureterorrenal izquierdo congénito"
3 253896007 "reflujo vesicoureterorrenal congénito, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765778000 "reflujo vesicoureterorrenal derecho congénito"
1 354041006 "bromhidrato de hioscina, 400 mcg/ml, solución inyectable, ampolla (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782101002 "bromhidrato de escopolamina 400 microgramos/ml de solución inyectable"
35 374295007 "producto que contiene levotiroxina sódica 50 microgramos por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783645007 "levotiroxina sódica anhidra 50 microgramos por cada comprimido para administración oral"
5 377028003 "sulfato de morfina, 1 mg/ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
3 37355009 "síndrome de Royer (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 89392001 "síndrome de Prader-Willi"
